ja_tsv	zhCN_tsv	confidence	state	charaNo	messageId	message_scope	cn_keys	contains_at_marker	requires_runtime_capture
悪い人が魔女になるとは、限らないんだね	未必是坏人才会成为魔女。	key_aligned	new	4011	7	character_profile_or_lobby	vo_char_4011_00_07_hca	False	True
想像して欲しいんだヨネ、滅びた世界を	请你想象一下毁灭的世界。	key_aligned	new	1108	46	battle_result	vo_char_1108_00_46_hca	False	False
我は弱き魔法少女を助ける、マジカルかりん	援助弱小的魔法少女，我乃魔法花凛是也。	key_aligned	new	1012	8	character_profile_or_lobby	vo_char_1012_00_08_hca	False	True
我慢の限界だ…！死んで償ってもらうよ!!	我忍不了了……！偿命吧!!	key_aligned	new	4002	9	character_profile_or_lobby	vo_char_4002_00_09_hca	False	True
戦いの前に飲む紅茶は、覚悟の証よ	战斗前的红茶，是觉悟的象征。	key_aligned	new	2500	9	character_profile_or_lobby	vo_char_2500_00_09_hca	False	True
手出ししないで。あれは私たちの獲物よ	请住手。那是我们的猎物。	key_aligned	new	3026	11	character_profile_or_lobby	vo_char_3026_00_11_hca	False	True
探究を続けましょうか	继续探究吗	key_aligned	new	3038	45	battle_result	vo_char_3038_00_45_hca	False	False
接客というのは思ったより面倒だな…	接待客人真是比想象中还要棘手……	key_aligned	new	1016	6	character_profile_or_lobby	vo_char_1016_00_06_hca	False	True
接客も魔女退治も、@笑顔が一番ですから！	对待客人和退治魔女，笑容都是第一位的！	key_aligned	new	3035	44	battle_result	vo_char_3035_00_44_hca	True	True
数年前のひかるだと未来が見えなかったっす	数年前的我预料不到这样的未来	key_aligned	new	1022	8	character_profile_or_lobby	vo_char_1022_00_08_hca	False	True
新しい目的のためにも退きはしないわ	为了新的目的，我不能退缩。	key_aligned	new	2500	7	character_profile_or_lobby	vo_char_2500_00_07_hca	False	True
新年からめでたいわぁ♪	新年值得庆祝♪	key_aligned	new	1117	46	battle_result	vo_char_1117_00_46_hca	False	False
新年から縁起がいいね！	新年的兆头不错呀！	key_aligned	new	2100	45	battle_result	vo_char_2100_00_45_hca	False	False
早くお店に行かないと、くみの@ステージが始まっちゃいますぅ！	不快点到店里的话，郁美的表演就要开始了！	key_aligned	new	3053	44	battle_result	vo_char_3053_00_44_hca	True	True
早く帰って、おもち食べよっ！	快点回去吃年糕喽！	key_aligned	new	2100	44	battle_result	vo_char_2100_00_44_hca	False	False
昔なら、もう少し頑張れたんですが	如果是以前，还能再努力一点的。	key_aligned	new	1006	44	battle_result	vo_char_1006_00_44_hca	False	False
昔の自分を思い出すのは恥ずかしいですね	昔の自分を思い出すのは恥ずかしいですね	key_aligned	new	1040	6	character_profile_or_lobby	vo_char_1040_00_06_hca	False	True
時女の魔法少女にとって私は異質なんです	对时女的魔法少女而言，我是异质的	key_aligned	new	1027	7	character_profile_or_lobby	vo_char_1027_00_07_hca	False	True
時雨ちゃん、今日ヒマかな？お話したいなぁ	时雨，今天有空吗？好想跟你聊聊天啊。	key_aligned	new	1030	7	character_profile_or_lobby	vo_char_1030_00_07_hca	False	True
暑さに負けていられません！	我不会输给炎热的！	key_aligned	new	2300	44	battle_result	vo_char_2300_00_44_hca	False	False
暗殺者…そう呼ばれているのは知ってるわ	暗杀者……这个称呼你知道吧。	key_aligned	new	4031	7	character_profile_or_lobby	vo_char_4031_00_07_hca	False	True
暗黒いろは…爆誕!!	暗黑彩羽……闪亮登场!!	key_aligned	new	1201	9	character_profile_or_lobby	vo_char_1201_00_09_hca	False	True
書初めの言葉なら、もう決めてるわよぉ	初次书写的内容，已经想好了哦。	key_aligned	new	1117	7	character_profile_or_lobby	vo_char_1117_00_07_hca	False	True
最強にカワイイ魔法少女を目指すし！	目标是成为最强最可爱的魔法少女！	key_aligned	new	3006	9	character_profile_or_lobby	vo_char_3006_00_09_hca	False	True
最強の魔法少女の座は、私がもらった～！	最强魔法少女的宝座，我收下啦~！	key_aligned	new	1003	11	character_profile_or_lobby	vo_char_1003_00_11_hca	False	True
最後の作品は自分って決めてるんだヨネ	最后的作品，就决定是我自己了。	key_aligned	new	1008	9	character_profile_or_lobby	vo_char_1008_00_09_hca	False	True
月咲ちゃんが楽しそうで何よりでございます	月咲很开心，这比什么都好。	key_aligned	new	1118	11	character_profile_or_lobby	vo_char_1118_00_11_hca	False	True
未来が少し明るくなったと思います！	未来变得稍微明朗一些了！	key_aligned	new	1027	45	battle_result	vo_char_1027_00_45_hca	False	False
未来は可能性に溢れてる…あは…あっはは！	未来充满了可能性……啊哈……啊哈哈！	key_aligned	new	3018	12	character_profile_or_lobby	vo_char_3018_00_12_hca	False	True
本当に都会って便利ですね、驚きばかりです	大都市真的很便利，全都让我惊讶不已	key_aligned	new	1027	6	character_profile_or_lobby	vo_char_1027_00_06_hca	False	True
梨花ちゃんへのプレゼント、何にしよう…	送给梨花的礼物，选什么好呢……	key_aligned	new	3501	10	character_profile_or_lobby	vo_char_3501_00_10_hca	False	True
次はお菓子を持ってきたら許すのだ	下次带上糖果就放过你。	key_aligned	new	1012	45	battle_result	vo_char_1012_00_45_hca	False	False
次も楽しみたいなぁ～！	很期待下次！	key_aligned	new	3018	45	battle_result	vo_char_3018_00_45_hca	False	False
次女さんのキレっぽいのも考えものっすね…	次女的像要发狂的样子也耐人寻味呢…	key_aligned	new	1022	11	character_profile_or_lobby	vo_char_1022_00_11_hca	False	True
歌って…叫んで…全てを燃焼させたい…	去歌唱……去呐喊……去燃烧一切……	key_aligned	new	3049	9	character_profile_or_lobby	vo_char_3049_00_09_hca	False	True
歴史に学ばぬ者の末路ね	不学历史之人的末路呢	key_aligned	new	3038	46	battle_result	vo_char_3038_00_46_hca	False	False
死にたくない…卑しい欲望です	死にたくない…卑しい欲望です	key_aligned	new	1040	10	character_profile_or_lobby	vo_char_1040_00_10_hca	False	True
死んで詫びろ…!!	死んで詫びろ…!!	key_aligned	new	1040	46	battle_result	vo_char_1040_00_46_hca	False	False
残さず平らげたよ！	一点不剩，吃得精光！	key_aligned	new	3024	43	battle_result	vo_char_3024_00_43_hca	False	False
母様、私は何者なのでございましょうか!?	母亲，我到底是谁！？	key_aligned	new	1018	12	character_profile_or_lobby	vo_char_1018_00_12_hca	False	True
母親の様な彼女を見ると、少しイラ立ちが…	母親の様な彼女を見ると、少しイラ立ちが…	key_aligned	new	1040	7	character_profile_or_lobby	vo_char_1040_00_07_hca	False	True
毎度お騒がせして…ほんとすみません…	每次都会引起混乱……真的非常对不起……	key_aligned	new	3017	6	character_profile_or_lobby	vo_char_3017_00_06_hca	False	True
毒に侵されたこの町は、燃やさねば…	这座被毒害的城市，不得不将其烧毁……	key_aligned	new	1016	12	character_profile_or_lobby	vo_char_1016_00_12_hca	False	True
気持ちを形にするって、やっぱり難しい…	要为感情赋予形体，真的好难……	key_aligned	new	3501	11	character_profile_or_lobby	vo_char_3501_00_11_hca	False	True
永禄3年、かの戦国大名、織田信長殿は…	永禄3年，那位战国大名，织田信长殿下……	key_aligned	new	3033	10	character_profile_or_lobby	vo_char_3033_00_10_hca	False	True
汗かいたしベタベタやわ、@帰りは銭湯にでも寄ろか	出了汗浑身黏糊糊的，回去的时候顺便去澡堂\n吧	key_aligned	new	1041	45	battle_result	vo_char_1041_00_45_hca	True	True
沙優希がアイドル、ですか…？	沙优希是偶像了……？	key_aligned	new	3033	7	character_profile_or_lobby	vo_char_3033_00_07_hca	False	True
泡立て器にもいろいろあるのです	打蛋器也有好多种类的说。	key_aligned	new	2700	8	character_profile_or_lobby	vo_char_2700_00_08_hca	False	True
波の音って素敵…ずっと聞いていたいな…	海浪的声音好好听……真想一直听下去啊……	key_aligned	new	2300	12	character_profile_or_lobby	vo_char_2300_00_12_hca	False	True
泣いたら負け！寂しくなんてないですから！	要是哭出来的话就输了！\n我一点都不寂寞！	key_aligned	new	3035	10	character_profile_or_lobby	vo_char_3035_00_10_hca	False	True
泳ぎだしたら頭真っ白になっちゃって…	游起来大脑一片空白……	key_aligned	new	1101	9	character_profile_or_lobby	vo_char_1101_00_09_hca	False	True
泳ぎの方もどうにかならないかな…	游泳真的没什么办法吗……	key_aligned	new	1101	44	battle_result	vo_char_1101_00_44_hca	False	False
海と言えば…うーん、なんでしょう？	说到大海的话……嗯，是什么呢？	key_aligned	new	2300	9	character_profile_or_lobby	vo_char_2300_00_09_hca	False	True
海の生物だと何が好きですか？	在你喜欢海里的什么生物呢？	key_aligned	new	2300	7	character_profile_or_lobby	vo_char_2300_00_07_hca	False	True
海香、カオル！ごはんできたよ～！	海香、薰！饭做好了哦~！	key_aligned	new	4011	9	character_profile_or_lobby	vo_char_4011_00_09_hca	False	True
準備運動にもならなかったな	连准备运动都算不上。	key_aligned	new	2600	43	battle_result	vo_char_2600_00_43_hca	False	False
火が点いた家計が、もはや崩れそうだな…	家境陷入燃眉之急，已经快要倒了……	key_aligned	new	1016	9	character_profile_or_lobby	vo_char_1016_00_09_hca	False	True
灯花様の言葉が、ぼくの救い	灯花大人的话语，就是我的救赎。	key_aligned	new	1029	9	character_profile_or_lobby	vo_char_1029_00_09_hca	False	True
無理すんなよ！手伝ってやろうか？	别强撑着了！我来帮你吧？	key_aligned	new	1005	11	character_profile_or_lobby	vo_char_1005_00_11_hca	False	True
無理だよ！この浮き輪、離せないんだもん！	做不到的！我真的离不开这个泳圈！	key_aligned	new	1101	7	character_profile_or_lobby	vo_char_1101_00_07_hca	False	True
父様の篠笛には秘密があったでございます	父亲的竹笛，蕴藏着秘密。	key_aligned	new	1018	7	character_profile_or_lobby	vo_char_1018_00_07_hca	False	True
特売日のスーパーは戦場なんだから！	特卖日的超市就是战场！	key_aligned	new	3020	12	character_profile_or_lobby	vo_char_3020_00_12_hca	False	True
猫の目って、澄んでいてとても綺麗ですよね	猫的眼睛那么清澈，真漂亮啊。	key_aligned	new	1004	7	character_profile_or_lobby	vo_char_1004_00_07_hca	False	True
理屈ってそんなに必要かな？	所谓的理由真的有那么重要吗？	key_aligned	new	1026	10	character_profile_or_lobby	vo_char_1026_00_10_hca	False	True
理由？ないけど？いるの？	理由？没有哦？需要吗？	key_aligned	new	3018	10	character_profile_or_lobby	vo_char_3018_00_10_hca	False	True
甘く見てるとこわ～い目に遭うわよぉ？	要是小看我，会遇到恐怖的事情哦。	key_aligned	new	1017	9	character_profile_or_lobby	vo_char_1017_00_09_hca	False	True
甘っちょろい魔法少女は、早死にするからな	太过天真的魔法少女是活不长的。	key_aligned	new	2006	7	character_profile_or_lobby	vo_char_2006_00_07_hca	False	True
甘みの暴力にひれ伏すのです…	是被甜食的暴力所折服的说……	key_aligned	new	2700	45	battle_result	vo_char_2700_00_45_hca	False	False
生きてこそ…ですね	因为我还活着……	key_aligned	new	3025	45	battle_result	vo_char_3025_00_45_hca	False	False
生も死も我々に@平等に与えられた権利だ	生死是平等地给予我们的权利。	key_aligned	new	1016	45	battle_result	vo_char_1016_00_45_hca	True	True
由比鶴乃…深月フェリシア…!?	由比鹤乃……还有深月菲莉希亚！？	key_aligned	new	1018	8	character_profile_or_lobby	vo_char_1018_00_08_hca	False	True
疲れた～…お茶飲みたい…	好累……想喝杯茶……	key_aligned	new	3015	46	battle_result	vo_char_3015_00_46_hca	False	False
皆さん、無事ですか!?	大家都没事吧!?	key_aligned	new	4021	44	battle_result	vo_char_4021_00_44_hca	False	False
皆さんのおかげです	都是大家的功劳。	key_aligned	new	4021	46	battle_result	vo_char_4021_00_46_hca	False	False
皆さんを幸せにできたでしょうか…？	大家都变得幸福了吗？	key_aligned	new	3501	44	battle_result	vo_char_3501_00_44_hca	False	False
目の前で事件が起きて、黙ってられっか！	目の前で事件が起きて、黙ってられっか！	key_aligned	new	3058	7	character_profile_or_lobby	vo_char_3058_00_07_hca	False	True
目の前で起きた事は否定できない事実です…	我眼前发生的事是无法否定的事实……	key_aligned	new	3053	11	character_profile_or_lobby	vo_char_3053_00_11_hca	False	True
真っ白でピカピカの三角巾が目印ですから！	纯白色闪闪发光的三角巾就是标记！	key_aligned	new	3035	9	character_profile_or_lobby	vo_char_3035_00_09_hca	False	True
着付けは初めてだったし、ドキドキしたわぁ	第一次穿盛装，好激动啊。	key_aligned	new	1117	8	character_profile_or_lobby	vo_char_1117_00_08_hca	False	True
知ってる？星言葉っていうのもあるんだよー	你知道吗？\n有种叫做星语的东西哦——	key_aligned	new	1007	10	character_profile_or_lobby	vo_char_1007_00_10_hca	False	True
確かに、それもひとつの史観かもね	确实，这或许也是一种史观	key_aligned	new	3038	6	character_profile_or_lobby	vo_char_3038_00_06_hca	False	True
礼など不要でしてよ	无需多礼。	key_aligned	new	4026	43	battle_result	vo_char_4026_00_43_hca	False	False
神浜のヤツらに…思い知らせてやるんだ…！	我要让神滨的家伙…都痛感到自己的罪过…！	key_aligned	new	1023	12	character_profile_or_lobby	vo_char_1023_00_12_hca	False	True
神浜のラブキュンメイドさん、くみだよぉ！	我是神滨的心动女仆，郁美哟！	key_aligned	new	3053	6	character_profile_or_lobby	vo_char_3053_00_06_hca	False	True
神浜市…なかなか悪くない狩場ね	神滨市……真是个不错的猎场。	key_aligned	new	3026	8	character_profile_or_lobby	vo_char_3026_00_08_hca	False	True
私…鹿目さんとの出会いをやり直したい！	我……想和鹿目同学重新相遇！	key_aligned	new	2003	6	character_profile_or_lobby	vo_char_2003_00_06_hca	False	True
私、食べるの専門！料理は全然ダメなんだー	我是专门负责吃的！完全不会做饭	key_aligned	new	3024	12	character_profile_or_lobby	vo_char_3024_00_12_hca	False	True
私が今、もっとも信じられるものを!!	我现在，就是最受信任的人!!	key_aligned	new	4021	9	character_profile_or_lobby	vo_char_4021_00_09_hca	False	True
私が守らなきゃ…いけなかったのに…！	我明明……必须要守住才行……！	key_aligned	new	3016	8	character_profile_or_lobby	vo_char_3016_00_08_hca	False	True
私が引けないよおおおおっふ	我抽不到啊啊啊啊啊啊呜	key_aligned	new	1201	11	character_profile_or_lobby	vo_char_1201_00_11_hca	False	True
私が遠くに居るんですか？それとも…	我应该站远点吗？还是……	key_aligned	new	1004	6	character_profile_or_lobby	vo_char_1004_00_06_hca	False	True
私たちの目的のために、@すみません…！	为了我们的目的，对不起了…！	key_aligned	new	1027	43	battle_result	vo_char_1027_00_43_hca	True	True
私たちは私たちで生き抜いてみせるわ	我们要用自己的方式活下去。	key_aligned	new	3026	7	character_profile_or_lobby	vo_char_3026_00_07_hca	False	True
私だって、十分戦える…！	就算是我，也是有相当的战斗能力的……！	key_aligned	new	1030	46	battle_result	vo_char_1030_00_46_hca	False	False
私って、なんで生まれたんでしょうかね…	我，为什么会出生呢……	key_aligned	new	1004	11	character_profile_or_lobby	vo_char_1004_00_11_hca	False	True
私とずいぶん似ていたでございます	和我的外貌尤其相似。	key_aligned	new	1018	9	character_profile_or_lobby	vo_char_1018_00_09_hca	False	True
私にできること…もっと考えなきゃ！	得好好思考…我能办到的事！	key_aligned	new	3024	8	character_profile_or_lobby	vo_char_3024_00_08_hca	False	True
私には、それはキラキラと輝いて見えました	在看我来，她真的是一个很耀眼的人。	key_aligned	new	3025	8	character_profile_or_lobby	vo_char_3025_00_08_hca	False	True
私の周りだけが腐った世界になってくんや…	只有我周围的世界会变得腐败…	key_aligned	new	1041	12	character_profile_or_lobby	vo_char_1041_00_12_hca	False	True
私の夢はね、ふたつの願いでできてるの…	我的梦想，是依靠两个愿望实现的……	key_aligned	new	3053	10	character_profile_or_lobby	vo_char_3053_00_10_hca	False	True
私の愛を見くびらないでほしいね	可不要小看我的爱啊。	key_aligned	new	4002	46	battle_result	vo_char_4002_00_46_hca	False	False
私の目は先を見据えてるの	我的眼睛一直看着前方。	key_aligned	new	3026	44	battle_result	vo_char_3026_00_44_hca	False	False
私の言った通りでしょう？	正如我所说的那样吧？	key_aligned	new	3038	12	character_profile_or_lobby	vo_char_3038_00_12_hca	False	True
私は…この希望を見つめて生きていこう	我……要注视着这份希望活下去。	key_aligned	new	3025	10	character_profile_or_lobby	vo_char_3025_00_10_hca	False	True
私は、どこで間違えてしまったのでしょう	私は、どこで間違えてしまったのでしょう	key_aligned	new	1040	8	character_profile_or_lobby	vo_char_1040_00_08_hca	False	True
私は、もう愛しておりませんもの	我已经，不再爱你了。	key_aligned	new	4024	9	character_profile_or_lobby	vo_char_4024_00_09_hca	False	True
私は、彼女を守る私になりたい…	我，想要成为保护她的人……	key_aligned	new	2003	7	character_profile_or_lobby	vo_char_2003_00_07_hca	False	True
私はお暇させていただきたく思います	我想该让我告辞了吧。	key_aligned	new	4024	46	battle_result	vo_char_4024_00_46_hca	False	False
私はへっちゃらです、無事でよかった	不用在意我，只要没事就好了。	key_aligned	new	4021	12	character_profile_or_lobby	vo_char_4021_00_12_hca	False	True
私はキミを願って魔法少女になったんだ	我是为你祈愿而成为的魔法少女。	key_aligned	new	4002	7	character_profile_or_lobby	vo_char_4002_00_07_hca	False	True
私は傭兵よ…イタリアからフランスへ来たの	我是个佣兵……从意大利来到的法兰西。	key_aligned	new	4022	10	character_profile_or_lobby	vo_char_4022_00_10_hca	False	True
私は月咲ちゃんを嫌いになりたくない…	我不想和月咲妹妹闹不愉快……	key_aligned	new	1018	10	character_profile_or_lobby	vo_char_1018_00_10_hca	False	True
私は正しいことをしているの	我在做我认为正确的事情。	key_aligned	new	4031	44	battle_result	vo_char_4031_00_44_hca	False	False
私は永遠の迷路に閉じ込められても構わない	就算把我关进永远的迷宫也无所谓。	key_aligned	new	2002	12	character_profile_or_lobby	vo_char_2002_00_12_hca	False	True
私は知ってしまったのよ…	我全都知道了……	key_aligned	new	2500	6	character_profile_or_lobby	vo_char_2500_00_06_hca	False	True
私は私に出来ることを続けます	我会继续做着力所能及的事。	key_aligned	new	4021	8	character_profile_or_lobby	vo_char_4021_00_08_hca	False	True
私は私のために生きるって決めたから！	我已决定要为自己而生活！	key_aligned	new	3016	9	character_profile_or_lobby	vo_char_3016_00_09_hca	False	True
私は誰も絶望なんてさせないわ	我不会让任何人绝望的。	key_aligned	new	2500	45	battle_result	vo_char_2500_00_45_hca	False	False
私は魔女にはならない!!	我不会变成魔女！！	key_aligned	new	4031	12	character_profile_or_lobby	vo_char_4031_00_12_hca	False	True
笑う門には、福来たる、だよ！	笑门开，幸福来！	key_aligned	new	2100	11	character_profile_or_lobby	vo_char_2100_00_11_hca	False	True
筆を折ったのはそっちだね	结果是对面就此封笔了呢。	key_aligned	new	1014	44	battle_result	vo_char_1014_00_44_hca	False	False
素敵なレストラン…星５つあげちゃう！	很棒的餐厅啊…给你打个五星！	key_aligned	new	3024	6	character_profile_or_lobby	vo_char_3024_00_06_hca	False	True
素晴らしい…親子のようでした…	素晴らしい…親子のようでした…	key_aligned	new	1040	11	character_profile_or_lobby	vo_char_1040_00_11_hca	False	True
紡がれた物語は、ここでひとつの形に…!!	被编织的故事，在此显形……！！	key_aligned	new	1014	7	character_profile_or_lobby	vo_char_1014_00_07_hca	False	True
終わりー！さっ、一緒に帰ろう？	结束了——！来，一起回去吧？	key_aligned	new	4032	46	battle_result	vo_char_4032_00_46_hca	False	False
結果なんて…ふふ…知らないよぉ！	结果……呵呵……管它呢！	key_aligned	new	3018	11	character_profile_or_lobby	vo_char_3018_00_11_hca	False	True
綺麗な海…！月夜ちゃんと来れてよかった…	好美的大海！\n能和月夜一起来真是太好了……	key_aligned	new	1118	10	character_profile_or_lobby	vo_char_1118_00_10_hca	False	True
織莉子…慈悲深い人、私を赦してくれた人…	织莉子……是个十分仁慈的人，也是\n将我宽赦的人。	key_aligned	new	4002	6	character_profile_or_lobby	vo_char_4002_00_06_hca	False	True
繰り返す…私は何度でも繰り返す	轮回……我无论多少次都会轮回……	key_aligned	new	2002	8	character_profile_or_lobby	vo_char_2002_00_8_hca	False	True
美しくも、実に愚かしい…	美丽，而又愚蠢……	key_aligned	new	4024	6	character_profile_or_lobby	vo_char_4024_00_06_hca	False	True
美味しく焼きあがったのです	烤得香喷喷的说！	key_aligned	new	2700	43	battle_result	vo_char_2700_00_43_hca	False	False
習い事はたくさんしましたね	習い事はたくさんしましたね	key_aligned	new	1040	12	character_profile_or_lobby	vo_char_1040_00_12_hca	False	True
背中を任せる安心感…心が落ち着く…	能够交出身后的安心感……让人放心……	key_aligned	new	3049	44	battle_result	vo_char_3049_00_44_hca	False	False
自分にウソをつくとかデッドライフだヨネ	要对自己说谎，那就跟活死人没两样。	key_aligned	new	1008	12	character_profile_or_lobby	vo_char_1008_00_12_hca	False	True
自分のことが疎かなのは許して欲しいっす！	还请原谅我对自己的事很敷衍这一点！	key_aligned	new	1022	7	character_profile_or_lobby	vo_char_1022_00_07_hca	False	True
自分を信じて戦うの…そうすればきっと…	相信着自己去战斗……那样就一定能……	key_aligned	new	2005	7	character_profile_or_lobby	vo_char_2005_00_07_hca	False	True
自分を褒めちゃいたい気分？	我都忍不住夸自己了哦？	key_aligned	new	2004	45	battle_result	vo_char_2004_00_45_hca	False	False
自覚のない悪は正義と表裏一体、最も面倒だ	不自觉的作恶与正义是表里一体，最为棘手。	key_aligned	new	1016	11	character_profile_or_lobby	vo_char_1016_00_11_hca	False	True
自身の行動を呪い、そして償え	为自己的行动感到痛心，而后偿还吧。	key_aligned	new	1016	46	battle_result	vo_char_1016_00_46_hca	False	False
良かった…終わったよね…	太好了……结束了……	key_aligned	new	2003	44	battle_result	vo_char_2003_00_44_hca	False	False
花より団子ってヤツなんだよ、あたしはさ	我啊，是那种比起外表更重视实质的人哦。	key_aligned	new	2006	12	character_profile_or_lobby	vo_char_2006_00_12_hca	False	True
莉愛ちゃんのことまた怒らせちゃったみたい	我似乎又惹莉爱生气了。	key_aligned	new	3032	6	character_profile_or_lobby	vo_char_3032_00_06_hca	False	True
葉月、あやめ。いつものパターンで行くよ！	叶月、菖蒲。就按平常的样子行动吧！	key_aligned	new	3026	10	character_profile_or_lobby	vo_char_3026_00_10_hca	False	True
葉月、あやめ。ついてらっしゃい	叶月、菖蒲。跟我来。	key_aligned	new	3026	6	character_profile_or_lobby	vo_char_3026_00_06_hca	False	True
血の惨劇を見れば、何も怖くないっすよ	见证过血之惨剧的话，什么都不再会害怕	key_aligned	new	1022	6	character_profile_or_lobby	vo_char_1022_00_06_hca	False	True
衛星写真にも写らない…集落…	连卫星照片里都不显示的……村落……	key_aligned	new	1026	8	character_profile_or_lobby	vo_char_1026_00_08_hca	False	True
見て見て！こんな所にお花が咲いてるよ！	快看快看！这里居然有花开了！	key_aligned	new	3015	7	character_profile_or_lobby	vo_char_3015_00_07_hca	False	True
討ち取ったり！…ですーっ！	得胜！的说！	key_aligned	new	3033	43	battle_result	vo_char_3033_00_43_hca	False	False
誰かが用意した逃げ道でも、私は縋りたい…	就算这是被人精心设计的逃生出口，\n也只好依靠它了	key_aligned	new	3053	12	character_profile_or_lobby	vo_char_3053_00_12_hca	False	True
誰かを巻き込むなら…独りの方がいい…	比起把别人卷入其中……还不如独自一人……	key_aligned	new	3049	6	character_profile_or_lobby	vo_char_3049_00_06_hca	False	True
誰かを殺したいくらい憎んだことはある？	你就没有恨一个人到\n想要杀掉他的程度吗？	key_aligned	new	4031	11	character_profile_or_lobby	vo_char_4031_00_11_hca	False	True
調整だけやと思ったら、@痛い目見るで？	认为只是调整的话，要尝尝苦头吗？	key_aligned	new	1041	43	battle_result	vo_char_1041_00_43_hca	True	True
調整屋さん褒められたいなぁ♪	调整专家也想被表扬一下啦～	key_aligned	new	1017	45	battle_result	vo_char_1017_00_45_hca	False	False
諦めないから、絶対に…！	我绝对不会放弃的……！	key_aligned	new	2003	9	character_profile_or_lobby	vo_char_2003_00_09_hca	False	True
諦めなくって良かった…！	还好没放弃……！	key_aligned	new	1001	43	battle_result	vo_char_1001_00_43_hca	False	False
警察とか探偵とかヒーローになりたいの	我想变成警察或者侦探这种英雄	key_aligned	new	1026	9	character_profile_or_lobby	vo_char_1026_00_09_hca	False	True
負けられないっての！	可不会输的呀！	key_aligned	new	1003	44	battle_result	vo_char_1003_00_44_hca	False	False
負けられないんだよ！	我是不会输的！	key_aligned	new	3020	45	battle_result	vo_char_3020_00_45_hca	False	False
負けるイメージまったくなし！	想不到能怎么输！	key_aligned	new	1005	46	battle_result	vo_char_1005_00_46_hca	False	False
貴方じゃ私には勝てない	你是赢不了我的。	key_aligned	new	4031	46	battle_result	vo_char_4031_00_46_hca	False	False
贅沢は言いません…せめて５メートルは！	不说大话……哪怕是5米也好！	key_aligned	new	1101	8	character_profile_or_lobby	vo_char_1101_00_08_hca	False	True
足跡を残そう、僕を知ってもらう足跡を	留下足迹吧，知晓了我的足迹。	key_aligned	new	1014	12	character_profile_or_lobby	vo_char_1014_00_12_hca	False	True
辛いというより、哀しかったんです	比起难过，其实更让人觉得悲伤。	key_aligned	new	3025	6	character_profile_or_lobby	vo_char_3025_00_06_hca	False	True
退屈で居眠りしちゃうとこだったよ！	太无聊了我都快睡着了！	key_aligned	new	2004	46	battle_result	vo_char_2004_00_46_hca	False	False
退院できたのは奇跡を超えた一大事だよ	能够出院，真是超出奇迹的头等大事。	key_aligned	new	1014	8	character_profile_or_lobby	vo_char_1014_00_08_hca	False	True
逆に楽しくなってきました	反而开始期待了。	key_aligned	new	3017	11	character_profile_or_lobby	vo_char_3017_00_11_hca	False	True
道具にこだわってこそ本物の職人なのです	执着于器具的才是真正的手艺人的说。	key_aligned	new	2700	12	character_profile_or_lobby	vo_char_2700_00_12_hca	False	True
配達終わりました	早报送完了。	key_aligned	new	4031	10	character_profile_or_lobby	vo_char_4031_00_10_hca	False	True
長女さんに褒められる@良い結果っすよね！	这是能被长女表扬的好结果呢！	key_aligned	new	1022	45	battle_result	vo_char_1022_00_45_hca	True	True
間違いない…これは、古墳よ！	不会错的…这是个，古坟！	key_aligned	new	3038	10	character_profile_or_lobby	vo_char_3038_00_10_hca	False	True
面白い見世物になるかと思いましたが…	那么，现在开始就是第二幕……	key_aligned	new	4024	10	character_profile_or_lobby	vo_char_4024_00_10_hca	False	True
頑張ったと思うよ？@お疲れさまー	我觉得你很努力哦？辛苦啦——	key_aligned	new	1007	45	battle_result	vo_char_1007_00_45_hca	True	True
頑張りました！	我会努力的！	key_aligned	new	3032	45	battle_result	vo_char_3032_00_45_hca	False	False
願いに翻弄されるなんて、私はアホやわ…	竟然被愿望给玩弄，我可真是个笨蛋啊…	key_aligned	new	1041	11	character_profile_or_lobby	vo_char_1041_00_11_hca	False	True
願いは聖域、侵させはしないから	愿望就是不可侵犯的圣域。	key_aligned	new	2500	46	battle_result	vo_char_2500_00_46_hca	False	False
願わなきゃ良かった、近くに居て欲しかった	要是没有许愿就好了，好想你在我身边。	key_aligned	new	3035	11	character_profile_or_lobby	vo_char_3035_00_11_hca	False	True
風の向くまま気の向くまま、なのです	跟着感觉走的说。	key_aligned	new	2700	9	character_profile_or_lobby	vo_char_2700_00_09_hca	False	True
風鈴の音か？…少しだけ涼しい気分になるな	风铃的声音？\n……心情变得凉爽了一些呢！	key_aligned	new	2600	11	character_profile_or_lobby	vo_char_2600_00_11_hca	False	True
餌だけ持っていかれるかと思いました…	只带鱼饵的话会很奇怪吗……	key_aligned	new	2300	43	battle_result	vo_char_2300_00_43_hca	False	False
首尾は上々っと！	战果很不错！	key_aligned	new	2006	44	battle_result	vo_char_2006_00_44_hca	False	False
高いところから登場したらカッコいかな…	高いところから登場したらカッコいいかな…	key_aligned	new	3056	12	character_profile_or_lobby	vo_char_3056_00_12_hca	False	True
魔法少女って、こんなにたくさんいたのかぁ	居然有这么多的魔法少女啊。	key_aligned	new	2004	9	character_profile_or_lobby	vo_char_2004_00_09_hca	False	True
魔法少女になったこと、後悔はしてないよ	我完全没有后悔自己成为了魔法少女哦。	key_aligned	new	4032	10	character_profile_or_lobby	vo_char_4032_00_10_hca	False	True
